Article Title,Article Description,Article Author,Article Link,Article Image
FANNIE MAE PROJECTS JUMP IN EXISTING-HOME SALES IS 'TEMPORARY',"The increase in existing-home sales in February is projected to be “temporary,” and will likely reverse in coming months as affordability constraints and the lock-in effect continue to impact demand, according to Fannie Mae’s Economic and Strategic Research Group. New home sales, comparatively performing better than existing-home sales, are expected to remain steady in the coming months despite similar headwinds on affordability and mortgage rate lock-ins. In regards to the overall economy, the group projects the recent bank failure of Silicon Valley Bank could either be a catalyst for an economic recession or the impacts could “blow over relatively quickly,” not meaningfully impeding inflation.",No Author name,https://www.builderonline.com/data-analysis/fannie-mae-projects-jump-in-existing-home-sales-is-temporary_o,None
MARKET SNAPSHOT: ATLANTA,Atlanta’s housing market continues to actively slow down as mortgage rates hold near recent highs.,Zonda Data Intelligence,https://www.builderonline.com/data-analysis/market-snapshot-atlanta_o,https://cdnassets.hw.net/dims4/GG/deaba3e/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F05%2F74%2Fa6da985b419d98156b284df0ed7f%2Fatlanta-skyline-housing.jpg
10 METROS WITH THE MOST OVERPRICED HOUSING MARKETS,"The spring selling season has begun with a strong start, with sales in both the existing- and new-home markets increasing during February.",No Author name,https://www.builderonline.com/data-analysis/10-metros-with-the-most-overpriced-housing-markets_c,None
NEW-HOME SALES KEEP PACE IN FEBRUARY,"Sales of new single‐family houses in February were at a seasonally adjusted annual rate of 640,000, according to estimates released by the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-sales-keep-pace-in-february_o,https://cdnassets.hw.net/dims4/GG/7f18597/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F8f%2F88%2F4a6d18c4415986f1f6c3c7e50589%2Fadobestock-77315243.jpeg
REPORT: TYPICAL DOWN PAYMENT AT LOWEST LEVEL IN NEARLY TWO YEARS,"The typical down payment made by home buyers fell to its lowest level in nearly two years. The median down payment in January of $42,375 represented a 10% year-over-year drop and a 35% decline from peak levels in June 2022, .",Vincent Salandro,https://www.builderonline.com/data-analysis/report-typical-down-payment-at-lowest-level-in-nearly-two-years_o,https://cdnassets.hw.net/dims4/GG/465782c/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fde%2F91%2Fe00da7d141b2ad54802812f72285%2Fadobestock-248733131-1.jpeg
"BUYERS EMERGE IN FEBRUARY AS AVERAGE INCENTIVE HITS $13,258","Zonda has released its New Home Market Update report for February, revealing that the spring selling season has begun with a strong start.",BUILDER Staff,https://www.builderonline.com/data-analysis/buyers-emerge-in-february-as-average-incentive-hits-13-258_o,https://cdnassets.hw.net/dims4/GG/16db4da/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F77%2Ff9%2F600ff4fd4865938ea2d08f12da8d%2Fadobestock-191042968.jpeg
EXISTING-HOME PRICES FALL YEAR OVER YEAR FOR FIRST TIME SINCE 2012,"Existing-home sales reversed a 12-month slide in February while prices fell on a year-over-year basis for the first time since February 2012. Existing sales increased 14.5% in February, representing the largest month-over-month percentage increase since sales rose 22.4% in July 2020, according to the National Association of Realtors (NAR).",Vincent Salandro,https://www.builderonline.com/data-analysis/existing-home-prices-fall-year-over-year-for-first-time-since-2012_o,https://cdnassets.hw.net/dims4/GG/17089d7/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fc2%2F12%2Fbec72e264776801face50c35a81c%2Fadobestock-162064034.jpeg
WHAT IS THE MILLENNIAL MINDSET ON OWNING VS. RENTING?,,Ali Wolf,https://www.builderonline.com/data-analysis/what-is-the-millennial-mindset-on-owning-vs-renting_o,https://cdnassets.hw.net/dims4/GG/9ec9f97/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fb0%2F3b%2F38dd59d144c6b923cb654a6984ff%2Fproxy-2019-02-12t113814.585.jpg
MANY 'ZOOM TOWN' SETTLERS ARE HAVING TO CHOOSE: KEEP THE JOB OR THE HOUSE,"As employers have begun calling employees back into the office, the once popular remote suburbs and smaller cities—coined as 'Zoom towns'—have become less appealing as long commutes are now a possibility.",No Author name,https://www.builderonline.com/data-analysis/many-zoom-town-settlers-are-having-to-choose-keep-the-job-or-the-house_c,None
MARKET SNAPSHOT: DALLAS-FORT WORTH,,Zonda Data Intelligence,https://www.builderonline.com/data-analysis/market-snapshot-dallas-fort-worth_o,https://cdnassets.hw.net/dims4/GG/f192ff7/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F69%2F7c%2F2017901648638bde74718e9fda67%2Fproxy-59.jpg
NAHB: OVER 72% OF HOUSEHOLDS UNABLE TO AFFORD MEDIAN PRICED NEW HOME,"Nearly 100 million households are unable to afford a median priced new home in 2023. With just a $1,000 increase in the median home price, over 140,000 additional households would be priced out of the market, according to NAHB’s 2023 priced out estimates.",No Author name,https://www.builderonline.com/data-analysis/nahb-over-72-of-households-unable-to-afford-median-priced-new-home_c,None
MOBILITY MATTERS—AND THAT'S A HUGE PROBLEM FOR THE 2023 MARKET,"Albert Einstein remarked, “Life is like a bicycle. To keep your balance, you must keep moving.”",Todd Tomalak,https://www.builderonline.com/data-analysis/mobility-mattersand-thats-a-huge-problem-for-the-2023-market_o,https://cdnassets.hw.net/dims4/GG/1ffff8a/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F09%2F74%2F41a1e57540e1bcf78963fd09e0de%2Fadobestock-357291786.jpeg
NEW-HOME MORTGAGE APPLICATIONS INCREASE FOR SECOND CONSECUTIVE MONTH,"Mortgage applications for new homes increased for the second consecutive month to start 2023, driven by lower mortgage rates in early February and typical seasonal patterns.",Vincent Salandro,https://www.builderonline.com/data-analysis/new-home-mortgage-applications-increase-for-second-consecutive-month_o,https://cdnassets.hw.net/dims4/GG/22deba9/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F18%2F0a%2F8f4f7aea4101a3b03ad59257d180%2Fproxy-2019-02-06t113336.576.jpg
SINGLE-FAMILY STARTS INCREASE MODESTLY IN FEBRUARY,"Privately owned housing starts increased in February, largely due to an increase in the multifamily market. Private starts in February were at a seasonally adjusted annual rate of 1,450,000 million, 9.8% above the revised January estimate of 1,321,000 million but 18.4% below the February 2022 level of 1,777,000, .",Vincent Salandro,https://www.builderonline.com/data-analysis/single-family-starts-increase-modestly-in-february_o,https://cdnassets.hw.net/dims4/GG/2ef8029/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F6d%2F7a%2F15ffefbc4e1989ddf22b135ade10%2Fproxy-7.jpg
HOUSING MARKET UPDATE: QUICK SHIFTS IN MARKET DYNAMICS,"While inflation remains elevated and government jobs data suggests continued strength in the labor market, shocks to the economy related to the collapse of Silicon Valley Bank suggest the Federal Reserve may pause or moderate short-term interest rate increases.",Vincent Salandro,https://www.builderonline.com/data-analysis/housing-market-update-quick-shifts-in-market-dynamics_o,https://cdnassets.hw.net/dims4/GG/8ed07bf/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F50%2F59%2F7c5e915a4de5bdc92eff51bed056%2Fadobestock-535850492.jpeg
BUILDING MATERIAL PRICES INCH HIGHER IN FEBRUARY,"The producer price index (PPI) for inputs to residential construction rose marginally in February after four consecutive monthly decreases. According to an analysis by the NAHB, price growth of goods inputs to residential construction increased 0.4% in February. Prices have increased 2.9% over the past 12 months.",No Author name,https://www.builderonline.com/data-analysis/building-material-prices-inch-higher-in-february_c,None
BUILDER CONFIDENCE EDGES HIGHER IN MARCH,"Heading into spring, builders are expressing cautious optimism as a lack of existing inventory is shifting demand to the new-home market.",Symone Strong,https://www.builderonline.com/data-analysis/builder-confidence-edges-higher-in-march_o,https://cdnassets.hw.net/dims4/GG/082748d/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F05%2F4c%2Fb38b02374ad685b0a151fa23820e%2Fadobestock-101266002.jpeg
2023 COST VS. VALUE REPORT REVEALS ROI DATA FOR COMMON REMODELING PROJECTS,"Zonda Media recently released the 36th annual Cost vs. Value (CVV) report detailing the home renovations that deliver the best return on investment. True to form, this year’s report confirms a consistent truth that has been revealed on every report for the last 30 years: Exterior replacement projects typically provide a higher return on investment than interior discretionary remodels at the time of house sale.",No Author name,https://www.builderonline.com/data-analysis/2023-cost-vs-value-report-reveals-roi-data-for-common-remodeling-projects_s,None
PACE OF PERMIT ACTIVITY SLOWS AT START OF 2023,"The number of single-family permits issued during January 2023 was more than 35% lower than the January 2022 level of 83,404.",No Author name,https://www.builderonline.com/data-analysis/pace-of-permit-activity-slows-at-start-of-2023_c,None
WILL SILICON VALLEY BANK'S FAILURE HURT THE BAY AREA'S HOUSING RECOVERY?,"As a luxury priced market, San Francisco has been particularly impacted by slumping tech stocks and tech layoffs.",Zonda Data Intelligence,https://www.builderonline.com/data-analysis/will-silicon-valley-banks-failure-hurt-the-bay-areas-housing-recovery_o,https://cdnassets.hw.net/dims4/GG/8d90b7c/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F16%2F71%2Fcba687e345e998d9a1ab03f8e9d4%2Fproxy-43.jpg
CONSTRUCTION COSTS REPRESENT OVER 60% OF THE AVERAGE HOME SALE PRICE IN 2022,"Construction costs accounted for over 60% of the average home sale price in 2022, according to the NAHB’s Cost of Construction Survey. Since the inception of the series in 1998, 2022 marked the fourth time costs represented over 60% of the total price of the home.",No Author name,https://www.builderonline.com/data-analysis/construction-costs-represent-over-60-of-the-average-home-sale-price-in-2022_c,None
JOBS MARKET PRODUCES ‘STRONGER THAN EXPECTED’ FEBRUARY REPORT,"Total nonfarm payroll employment rose by 311,000 in February, according to the latest jobs report from the U.S. Bureau of Labor Statistics (BLS). Job growth was notable in leisure and hospitality (+105,000), retail trade (+50,000), government (+46,000), and health care (+44,000), while employment declined in information (-25,000), in transportation (-25,000), and warehousing (-21,500).",Leah Draffen,https://www.builderonline.com/data-analysis/jobs-market-produces-stronger-than-expected-february-report_o,None
"CALIFORNIA, ILLINOIS, NEW JERSEY VULNERABLE TO MARKET DECLINES","Fourth quarter patterns, based on home affordability, underwater mortgages, foreclosures, and unemployment, have kept New Jersey, Illinois, and California in the spotlight as the most vulnerable markets for potential declines. According to a Special Housing Risk Report from ATTOM, the three states had 31 of the 50 most vulnerable counties, from among 581 counties with enough data to be included in the report.",Leah Draffen,https://www.builderonline.com/data-analysis/california-illinois-new-jersey-vulnerable-to-market-declines_o,https://cdnassets.hw.net/dims4/GG/09736f9/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F40%2F76%2F978eba6e4b12a263b28e7733fba2%2Fbridge-chicago.jpg
ALI WOLF: INFLATION AND MIGRATION VARY MARKET TO MARKET,"Inflation, or the general upward movement in prices of goods and services in an economy, is a core issue today.",Ali Wolf,https://www.builderonline.com/data-analysis/ali-wolf-inflation-and-migration-vary-market-to-market_o,https://cdnassets.hw.net/dims4/GG/27b03d5/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F5a%2Fff%2Faa893f9b4ab1a3db23fd68627713%2Fadobestock-535363875.jpeg
THE HOUSING SHORTAGE CONTINUES TO GROW AS NEW HOUSEHOLDS FORM,"After more than a decade of underbuilding relative to population growth, there's an overwhelming shortage of new homes compared with the number of people setting up households, according to a new analysis from Realtor.com.",No Author name,https://www.builderonline.com/data-analysis/the-housing-shortage-continues-to-grow-as-new-households-form_c,None
HOUSING CONTINUES TO SHIFT FROM LARGE POPULATION CENTERS,"The single-family housing market continues to shift from large, densely populated areas due to high housing costs. Overall, the four-quarter moving average of year-over-year growth in the single-family market has fallen considerably since the fourth quarter of 2021, according to the fourth quarter 2022 Home Building Geography Index from the NAHB.",No Author name,https://www.builderonline.com/data-analysis/housing-continues-to-shift-from-large-population-centers_c,None
HOUSING SENTIMENT DROPS TO NEAR-SURVEY LOWS,"Breaking a streak of three consecutive monthly increases, the Fannie Mae Home Purchase Sentiment Index (HPSI) decreased 3.6 points to 58.0, returning the index closer to its all-time low in October 2022. Year over year, the HPSI is down 17.3 points, its lowest level since the survey was first taken in 2010.",Leah Draffen,https://www.builderonline.com/data-analysis/housing-sentiment-drops-to-near-survey-lows_o,None
PENDING HOME SALES RISE FOR SECOND CONSECUTIVE MONTH,"Despite increasing for the second consecutive month in January, pending home sales remained significantly below January 2022 levels, according to the National Association of Realtors (NAR).",Vincent Salandro,https://www.builderonline.com/data-analysis/pending-home-sales-rise-for-second-consecutive-month_o,https://cdnassets.hw.net/dims4/GG/7c3afbe/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Ffc%2Fd2%2F58cbd4e64b88b6797a3952ff4844%2Fadobestock-65044799.jpeg
NEW HAMPSHIRE RANKS NO. 1 AS CHEAPEST STATE TO LIVE IN 2023,,Leah Draffen,https://www.builderonline.com/data-analysis/new-hampshire-ranks-no-1-as-cheapest-state-to-live-in-2023_o,https://cdnassets.hw.net/dims4/GG/076f9a7/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F74%2F69%2Fedf443b24b369aadad2da7a6b8bd%2Fdover-new-hampshire-adobestock-384209728.jpeg
NEW-HOME SALES RISE IN JANUARY TO 10-MONTH HIGH,"Sales of new single‐family houses in January were at a seasonally adjusted annual rate of 670,000, according to estimates released by the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-sales-rise-in-january-to-10-month-high_o,https://cdnassets.hw.net/dims4/GG/62f9340/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F4a%2Fbd%2Ffe79a946431e890f71c565893c3e%2Fincreasing-stock-2022.png
HOMEOWNERSHIP LESS AFFORDABLE IN JANUARY,"Homeownership has become less affordable for many Americans, according to the Mortgage Bankers Association's latest report.",BUILDER Staff,https://www.builderonline.com/data-analysis/homeownership-less-affordable-in-january_o,https://cdnassets.hw.net/dims4/GG/912433c/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fa8%2F55%2F520c0977403bb6eb4d8abf30b18e%2Fproxy-45.jpg
